stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
635123939,,JOSÉ GIRIBONE 602-624,,-34.662777,-58.379127,,,,,America/Argentina/Buenos_Aires,
635123945,,CORONEL MANUEL ROSETTI 111,,-34.663253,-58.378318,,,,,America/Argentina/Buenos_Aires,
635124459,,AVENIDA MANUEL BELGRANO 4823,,-34.695479,-58.333371,,,,,America/Argentina/Buenos_Aires,
635124460,,12 DE OCTUBRE 602,,-34.659076,-58.354123,,,,,America/Argentina/Buenos_Aires,
635124461,,AVENIDA GENERAL ROCA 1001-1099,,-34.660469,-58.357357,,,,,America/Argentina/Buenos_Aires,
635124462,,ESTANISLAO DE CAMPO 1301-1349,,-34.66048,-58.35136,,,,,America/Argentina/Buenos_Aires,
635124463,,CAXARAVILLE 5242,,-34.712866,-58.346316,,,,,America/Argentina/Buenos_Aires,
635124464,,12 DE OCTUBRE 508,,-34.66,-58.355404,,,,,America/Argentina/Buenos_Aires,
635124465,,AVENIDA BARTOLOMÉ MITRE 4501-4587,,-34.691681,-58.333466,,,,,America/Argentina/Buenos_Aires,
635124466,,GENERAL PICO 601-699,,-34.699091,-58.337663,,,,,America/Argentina/Buenos_Aires,
635124467,,ESTANISLAO DE CAMPO 1730,,-34.664057,-58.348677,,,,,America/Argentina/Buenos_Aires,
635124468,,GENERAL ARREDONDO 4902-4974,,-34.701706,-58.338299,,,,,America/Argentina/Buenos_Aires,
635124469,,GENERAL PICO 301-349,,-34.696362,-58.33445,,,,,America/Argentina/Buenos_Aires,
635124470,,CAMINO GENERAL BELGRANO 3501-3599,,-34.712847,-58.349788,,,,,America/Argentina/Buenos_Aires,
635124471,,GENERAL PICO 401-449,,-34.697256,-58.33549,,,,,America/Argentina/Buenos_Aires,
635124472,,AVENIDA MANUEL BELGRANO 4620,,-34.694165,-58.334893,,,,,America/Argentina/Buenos_Aires,
635124473,,ESTANISLAO DE CAMPO 1931,,-34.66589,-58.347282,,,,,America/Argentina/Buenos_Aires,
635124474,,LAPRIDA 213,,-34.662011,-58.359836,,,,,America/Argentina/Buenos_Aires,
635124475,,12 DE OCTUBRE 440,,-34.660527,-58.356125,,,,,America/Argentina/Buenos_Aires,
635124476,,CENTENARIO URUGUAYO 1692,,-34.708018,-58.346166,,,,,America/Argentina/Buenos_Aires,
635124477,,LAPRIDA 101-199,,-34.66298,-58.361182,,,,,America/Argentina/Buenos_Aires,
635124478,,ESTANISLAO DE CAMPO 2101-2199,,-34.66789,-58.345667,,,,,America/Argentina/Buenos_Aires,
635124479,,AVENIDA AGUSTÍN DEBENEDETTI 3320,,-34.673168,-58.344169,,,,,America/Argentina/Buenos_Aires,
635124480,,ESTANISLAO DE CAMPO 1501-1599,,-34.66235,-58.349953,,,,,America/Argentina/Buenos_Aires,
635124481,,CENTENARIO URUGUAYO 1102-1150,,-34.703966,-58.341555,,,,,America/Argentina/Buenos_Aires,
635124682,,SUIPACHA 1679,,-34.702135,-58.35562,,,,,America/Argentina/Buenos_Aires,
635124683,,SUIPACHA 1679,,-34.702135,-58.35562,,,,,America/Argentina/Buenos_Aires,
635124689,,DEHEZA 757-799,,-34.69337,-58.348491,,,,,America/Argentina/Buenos_Aires,
635124691,,SUIPACHA 1953,,-34.704255,-58.359531,,,,,America/Argentina/Buenos_Aires,
635124693,,SUIPACHA 1099,,-34.697041,-58.349598,,,,,America/Argentina/Buenos_Aires,
635124694,,SUIPACHA 1099,,-34.697041,-58.349598,,,,,America/Argentina/Buenos_Aires,
635124696,,SUIPACHA 1399,,-34.69949,-58.352428,,,,,America/Argentina/Buenos_Aires,
635124697,,SUIPACHA 1399,,-34.69949,-58.352428,,,,,America/Argentina/Buenos_Aires,
635124698,,SUIPACHA 1561-1599,,-34.701218,-58.354389,,,,,America/Argentina/Buenos_Aires,
635124699,,SUIPACHA 1561-1599,,-34.701218,-58.354389,,,,,America/Argentina/Buenos_Aires,
635124701,,AVENIDA BARTOLOMÉ MITRE 1702-1800,,-34.668699,-58.355405,,,,,America/Argentina/Buenos_Aires,
635124703,,AVENIDA BARTOLOMÉ MITRE 1552-1600,,-34.667087,-58.356612,,,,,America/Argentina/Buenos_Aires,
635124704,,AVENIDA BARTOLOMÉ MITRE 1552-1600,,-34.667077,-58.356607,,,,,America/Argentina/Buenos_Aires,
635124706,,AVENIDA BARTOLOMÉ MITRE 1275,,-34.665069,-58.360065,,,,,America/Argentina/Buenos_Aires,
635124708,,AVENIDA CRISÓLOGO LARRALDE 1545,,-34.681118,-58.365257,,,,,America/Argentina/Buenos_Aires,
635124709,,AVENIDA CRISÓLOGO LARRALDE 2401-2499,,-34.685184,-58.360237,,,,,America/Argentina/Buenos_Aires,
635124712,,AVENIDA GENERAL GÜEMES 779,,-34.674512,-58.363581,,,,,America/Argentina/Buenos_Aires,
635124713,,SUIPACHA 1255-1299,,-34.698572,-58.35137,,,,,America/Argentina/Buenos_Aires,
635124903,,CENTENARIO URUGUAYO 197,,-34.695918,-58.332326,,,,,America/Argentina/Buenos_Aires,
635124906,,CENTENARIO URUGUAYO 501-599,,-34.699494,-58.336433,,,,,America/Argentina/Buenos_Aires,
635124910,,CENTENARIO URUGUAYO 61-99,,-34.695095,-58.331406,,,,,America/Argentina/Buenos_Aires,
635124911,,AVENIDA CRISÓLOGO LARRALDE 2378-2400,,-34.684472,-58.361127,,,,,America/Argentina/Buenos_Aires,
635124912,,AVENIDA CRISÓLOGO LARRALDE 2378-2400,,-34.684469,-58.361128,,,,,America/Argentina/Buenos_Aires,
635124914,,AVENIDA CRISÓLOGO LARRALDE 1326-1400,,-34.679638,-58.367062,,,,,America/Argentina/Buenos_Aires,
635124916,,ANATOLE FRANCE 751,,-34.681478,-58.35757,,,,,America/Argentina/Buenos_Aires,
635124917,,ANATOLE FRANCE 751,,-34.681478,-58.35757,,,,,America/Argentina/Buenos_Aires,
635124918,,CENTENARIO URUGUAYO 351-399,,-34.697739,-58.33445,,,,,America/Argentina/Buenos_Aires,
635124920,,ANATOLE FRANCE 915-999,,-34.683636,-58.360019,,,,,America/Argentina/Buenos_Aires,
635124921,,ANATOLE FRANCE 915-999,,-34.683639,-58.360017,,,,,America/Argentina/Buenos_Aires,
635124922,,ANATOLE FRANCE 851-889,,-34.68272,-58.358971,,,,,America/Argentina/Buenos_Aires,
635124991,,25 DE MAYO 202-288,,-34.660091,-58.362438,,,,,America/Argentina/Buenos_Aires,
635124992,,25 DE MAYO 202-288,,-34.660091,-58.362438,,,,,America/Argentina/Buenos_Aires,
635124994,,J. M. MONTAÑA 502-554,,-34.642467,-58.351837,,,,,America/Argentina/Buenos_Aires,
635124995,,J. M. MONTAÑA 502-554,,-34.642467,-58.351837,,,,,America/Argentina/Buenos_Aires,
635124996,,25 DE MAYO 800,,-34.656089,-58.356709,,,,,America/Argentina/Buenos_Aires,
635124997,,25 DE MAYO 800,,-34.656089,-58.356709,,,,,America/Argentina/Buenos_Aires,
635124999,,25 DE MAYO 1183,,-34.654198,-58.347875,,,,,America/Argentina/Buenos_Aires,
635125000,,J. M. MONTAÑA 201-299,,-34.640365,-58.354026,,,,,America/Argentina/Buenos_Aires,
635125001,,J. M. MONTAÑA 201-299,,-34.640365,-58.354026,,,,,America/Argentina/Buenos_Aires,
6371121515,,DIAGONAL 166 6051-6099,,-34.55687,-58.601578,,,,,America/Argentina/Buenos_Aires,
6371122617,,VIA SARANDÍ 4701-4799,,-34.558785,-58.580227,,,,,America/Argentina/Buenos_Aires,
6371122618,,VIA PASAJE 148 JOSÉ BETINOTTI 4701-4799,,-34.555234,-58.585068,,,,,America/Argentina/Buenos_Aires,
6371115807,,AVENIDA 101 9 DE JULIO 7352-7400,,-34.544124,-58.587181,,,,,America/Argentina/Buenos_Aires,
6371115808,,CALLE 97 8102-8200,,-34.538271,-58.591223,,,,,America/Argentina/Buenos_Aires,
6371115809,,CALLE 97 8102-8200,,-34.538271,-58.591223,,,,,America/Argentina/Buenos_Aires,
6371115814,,SALTA 4444,,-34.566087,-58.561687,,,,,America/Argentina/Buenos_Aires,
6371116187,,AVENIDA DEL LIBERTADOR GENERAL SAN MARTÍN Y M.IRIGOYEN,,-34.581417,-58.531051,,,,,America/Argentina/Buenos_Aires,
6371116191,,INTENDENTE ALBERTO M. CAMPOS Y JUÁREZ,,-34.579479,-58.534061,,,,,America/Argentina/Buenos_Aires,
6371116217,,AVENIDA DEL LIBERTADOR GENERAL SAN MARTÍN Y FRANCIA.,,-34.582673,-58.529928,,,,,America/Argentina/Buenos_Aires,
20789,,6714 JUSTO JUAN B. AV.,,-34.625207,-58.486122,,,,,America/Argentina/Buenos_Aires,
2079,,324 REGIMIENTO DE PATRICIOS AV.,,-34.632942,-58.370332,,,,,America/Argentina/Buenos_Aires,
20790,,782 DORREGO AV.,,-34.59192,-58.447856,,,,,America/Argentina/Buenos_Aires,
20791,,722 DORREGO AV.,,-34.592408,-58.448401,,,,,America/Argentina/Buenos_Aires,
207915,,2743 BALBASTRO,,-34.646274,-58.453457,,,,,America/Argentina/Buenos_Aires,
207916,,52 BELGRANO AV.,,-34.612202,-58.367554,,,,,America/Argentina/Buenos_Aires,
207917,,473 CAMPOS LUIS M. AV.,,-34.572219,-58.43386,,,,,America/Argentina/Buenos_Aires,
207919,,3189 CARHUE,,-34.671268,-58.49763,,,,,America/Argentina/Buenos_Aires,
20792,,764 DORREGO AV.,,-34.592064,-58.448017,,,,,America/Argentina/Buenos_Aires,
207925,,2308 CRAMER AV.,,-34.562771,-58.463028,,,,,America/Argentina/Buenos_Aires,
20793,,758 DORREGO AV.,,-34.592133,-58.448086,,,,,America/Argentina/Buenos_Aires,
207936,,7665 CASTRO EMILIO AV.,,-34.65617,-58.524475,,,,,America/Argentina/Buenos_Aires,
207939,,4241 ELCANO AV.,,-34.585741,-58.460592,,,,,America/Argentina/Buenos_Aires,
20794,,69 GUZMAN,,-34.592145,-58.449158,,,,,America/Argentina/Buenos_Aires,
207945,,1095 HERRERA,,-34.64036,-58.377157,,,,,America/Argentina/Buenos_Aires,
207947,,156 MORENO JOSE MARIA AV.,,-34.619927,-58.435682,,,,,America/Argentina/Buenos_Aires,
20795,,349 GUZMAN,,-34.590094,-58.45135,,,,,America/Argentina/Buenos_Aires,
20796,,375 GUZMAN,,-34.589912,-58.451549,,,,,America/Argentina/Buenos_Aires,
20797,,373 GUZMAN,,-34.589927,-58.451514,,,,,America/Argentina/Buenos_Aires,
207971,,1257 MARTINEZ ZUVIRIA GUSTAVO,,-34.590538,-58.372482,,,,,America/Argentina/Buenos_Aires,
20798,,1797 REPUBLICA BOLIVARIANA DE VENEZUELA,,-34.614927,-58.391544,,,,,America/Argentina/Buenos_Aires,
207986,,1167 PASEO COLON AV.,,-34.6213,-58.368354,,,,,America/Argentina/Buenos_Aires,
207987,,1562 PASEO COLON AV.,,-34.625824,-58.367988,,,,,America/Argentina/Buenos_Aires,
20799,,1395 REPUBLICA BOLIVARIANA DE VENEZUELA,,-34.614522,-58.385803,,,,,America/Argentina/Buenos_Aires,
208,,383 REGIMIENTO DE PATRICIOS AV.,,-34.633404,-58.370277,,,,,America/Argentina/Buenos_Aires,
208000,,756 ROCA JULIO A. PRESIDENTE DIAGONAL SUR AV.,,-34.612263,-58.376961,,,,,America/Argentina/Buenos_Aires,
20801,,116 BELGRANO AV.,,-34.612264,-58.368202,,,,,America/Argentina/Buenos_Aires,
208013,,3946 SANTA FE AV.,,-34.583046,-58.419113,,,,,America/Argentina/Buenos_Aires,
208018,,1133 VELEZ SARSFIELD AV.,,-34.647327,-58.389312,,,,,America/Argentina/Buenos_Aires,
20802,,452 BELGRANO AV.,,-34.612481,-58.372631,,,,,America/Argentina/Buenos_Aires,
20803,,512 BELGRANO AV.,,-34.612526,-58.373543,,,,,America/Argentina/Buenos_Aires,
208031,,2795 PICO,,-34.541837,-58.477791,,,,,America/Argentina/Buenos_Aires,
208032,,2987 PICO,,-34.542477,-58.479725,,,,,America/Argentina/Buenos_Aires,
208033,,3193 PICO,,-34.54328,-58.482125,,,,,America/Argentina/Buenos_Aires,
208035,,3087 MISTRAL GABRIELA,,-34.588573,-58.503849,,,,,America/Argentina/Buenos_Aires,
208036,,3391 MISTRAL GABRIELA,,-34.591051,-58.507894,,,,,America/Argentina/Buenos_Aires,
208037,,4693 SUPERI,,-34.545676,-58.484408,,,,,America/Argentina/Buenos_Aires,
208038,,4489 SUPERI,,-34.547241,-58.483227,,,,,America/Argentina/Buenos_Aires,
20804,,518 BELGRANO AV.,,-34.612531,-58.373623,,,,,America/Argentina/Buenos_Aires,
208040,,3006 DEHEZA,,-34.543414,-58.479645,,,,,America/Argentina/Buenos_Aires,
208041,,2800 DEHEZA,,-34.542678,-58.477406,,,,,America/Argentina/Buenos_Aires,
208042,,1063 SEGUI F. J. ALTE.,,-34.61359,-58.457088,,,,,America/Argentina/Buenos_Aires,
208043,,865 SEGUI F. J. ALTE.,,-34.616005,-58.45604,,,,,America/Argentina/Buenos_Aires,
208044,,2093 SEGUI F. J. ALTE.,,-34.602203,-58.462568,,,,,America/Argentina/Buenos_Aires,
208045,,5885 EL SALVADOR,,-34.581047,-58.438187,,,,,America/Argentina/Buenos_Aires,
208046,,1781 ORTEGA Y GASSET,,-34.569809,-58.432251,,,,,America/Argentina/Buenos_Aires,
208047,,393 MATHEU,,-34.614216,-58.400134,,,,,America/Argentina/Buenos_Aires,
208048,,213 PEPIRI,,-34.640629,-58.408953,,,,,America/Argentina/Buenos_Aires,
208049,,152 CARRILLO RAMON DR.,,-34.633862,-58.382905,,,,,America/Argentina/Buenos_Aires,
20805,,572 BELGRANO AV.,,-34.61262,-58.374275,,,,,America/Argentina/Buenos_Aires,
208050,,7214 RODO JOSE E.,,-34.663665,-58.510263,,,,,America/Argentina/Buenos_Aires,
208051,,6516 RODO JOSE E.,,-34.65904,-58.504737,,,,,America/Argentina/Buenos_Aires,
208052,,6112 RODO JOSE E.,,-34.656659,-58.501896,,,,,America/Argentina/Buenos_Aires,
208053,,3902 RODO JOSE E.,,-34.639743,-58.479802,,,,,America/Argentina/Buenos_Aires,
208054,,2687 HERNANDEZ JOSE,,-34.567195,-58.456147,,,,,America/Argentina/Buenos_Aires,
208055,,2328 GARCIA JUAN AGUSTIN,,-34.60662,-58.475094,,,,,America/Argentina/Buenos_Aires,
208056,,2004 GARCIA JUAN AGUSTIN,,-34.604733,-58.471207,,,,,America/Argentina/Buenos_Aires,
208057,,1110 GARCIA JUAN AGUSTIN,,-34.597229,-58.464133,,,,,America/Argentina/Buenos_Aires,
208058,,412 MAZA,,-34.615856,-58.415747,,,,,America/Argentina/Buenos_Aires,
208059,,9895 RIVADAVIA AV.,,-34.637961,-58.503269,,,,,America/Argentina/Buenos_Aires,
20806,,848 BELGRANO AV.,,-34.612877,-58.378277,,,,,America/Argentina/Buenos_Aires,
208067,,1220 CALIFORNIA,,-34.645489,-58.367187,,,,,America/Argentina/Buenos_Aires,
208068,,4708 BRUIX AV.,,-34.645783,-58.491631,,,,,America/Argentina/Buenos_Aires,
208069,,4716 BRUIX AV.,,-34.64575,-58.491757,,,,,America/Argentina/Buenos_Aires,
20807,,1118 BELGRANO AV.,,-34.613113,-58.382057,,,,,America/Argentina/Buenos_Aires,
208070,,4730 BRUIX AV.,,-34.645697,-58.491962,,,,,America/Argentina/Buenos_Aires,
208071,,4538 BRUIX AV.,,-34.64658,-58.488747,,,,,America/Argentina/Buenos_Aires,
208073,,2448 ALSINA ADOLFO,,-34.612114,-58.400913,,,,,America/Argentina/Buenos_Aires,
208074,,3595 NAZARRE,,-34.604509,-58.498481,,,,,America/Argentina/Buenos_Aires,
208075,,3895 NAZARRE,,-34.606677,-58.502156,,,,,America/Argentina/Buenos_Aires,
208076,,4087 NAZARRE,,-34.607958,-58.504319,,,,,America/Argentina/Buenos_Aires,
208077,,1595 TUCUMAN,,-34.601789,-58.389377,,,,,America/Argentina/Buenos_Aires,
6270120210,,SUDAMERICA 1-49,,-34.910186,-58.594178,,,,,America/Argentina/Buenos_Aires,
206750,,194 PERON JUAN DOMINGO TTE. GENERAL,,-34.605347,-58.369698,,,,,America/Argentina/Buenos_Aires,
6270120223,,ACCESO A AUTOPISTA EZEIZA - CAÑUELAS Y AUTOPISTA EZEIZA - CAÑUELAS,,-34.785236,-58.52179,,,,,America/Argentina/Buenos_Aires,
6270120225,,CASTELLANO,,-34.789181,-58.523081,,,,,America/Argentina/Buenos_Aires,
6270120228,,RUBEN DARIO 299-399,,-34.789958,-58.526075,,,,,America/Argentina/Buenos_Aires,
6270120498,,RUBEN DARIO 399-499,,-34.792026,-58.527011,,,,,America/Argentina/Buenos_Aires,
6270125375,,MARIANO CASTEX 1401-1419,,-34.860966,-58.502664,,,,,America/Argentina/Buenos_Aires,
6270125376,,MARIANO CASTEX 801-899,,-34.853398,-58.503459,,,,,America/Argentina/Buenos_Aires,
6270125377,,MARIANO CASTEX 2885,,-34.879291,-58.503728,,,,,America/Argentina/Buenos_Aires,
6270125378,,MARIANO CASTEX 2101-2199,,-34.87083,-58.502401,,,,,America/Argentina/Buenos_Aires,
635103589,,PARAMARIBO 6423,,-34.696216,-58.302559,,,,,America/Argentina/Buenos_Aires,
635103590,,FABIAN ONZARI 545,,-34.709293,-58.323571,,,,,America/Argentina/Buenos_Aires,
635103591,,AVENIDA LAS FLORES 135,,-34.702735,-58.31593,,,,,America/Argentina/Buenos_Aires,
635104431,,AVENIDA HIPÓLITO YRIGOYEN 551-599,,-34.664048,-58.377114,,,,,America/Argentina/Buenos_Aires,
635104432,,AVENIDA HIPÓLITO YRIGOYEN 551-599,,-34.664061,-58.377112,,,,,America/Argentina/Buenos_Aires,
635104433,,RIVADAVIA 401,,-34.667112,-58.385009,,,,,America/Argentina/Buenos_Aires,
635104434,,CNEL. MANUEL ROSETTI 101,,-34.66351,-58.378037,,,,,America/Argentina/Buenos_Aires,
635104435,,AV. PRES. HIPÓLITO YRIGOYEN 400,,-34.66201,-58.375672,,,,,America/Argentina/Buenos_Aires,
635104436,,RIVADAVIA 616,,-34.668186,-58.387993,,,,,America/Argentina/Buenos_Aires,
635104438,,GIRIBONE 701,,-34.663526,-58.38005,,,,,America/Argentina/Buenos_Aires,
635104439,,MAIPÚ 155,,-34.659976,-58.370653,,,,,America/Argentina/Buenos_Aires,
635104440,,ITALIA 225,,-34.666254,-58.364055,,,,,America/Argentina/Buenos_Aires,
635104441,,AV. MANUEL BELGRANO 723,,-34.664605,-58.36627,,,,,America/Argentina/Buenos_Aires,
635104442,,GIRIBONE 900,,-34.665356,-58.382298,,,,,America/Argentina/Buenos_Aires,
635104446,,AV. BARTOLOMÉ MITRE 1200,,-34.664659,-58.360577,,,,,America/Argentina/Buenos_Aires,
635104447,,AVENIDA BARTOLOMÉ MITRE 1101-1199,,-34.664692,-58.360508,,,,,America/Argentina/Buenos_Aires,
635105103,,AVENIDA HIPÓLITO YRIGOYEN 701-779,,-34.666486,-58.378672,,,,,America/Argentina/Buenos_Aires,
635105104,,AVENIDA HIPÓLITO YRIGOYEN 701-779,,-34.666454,-58.378666,,,,,America/Argentina/Buenos_Aires,
635105112,,AVENIDA PRESIDENTE BERNARDINO RIVADAVIA 802-876,,-34.670459,-58.39066,,,,,America/Argentina/Buenos_Aires,
635105113,,AVENIDA HIPÓLITO YRIGOYEN 169-199,,-34.658702,-58.372971,,,,,America/Argentina/Buenos_Aires,
635105114,,AVENIDA HIPÓLITO YRIGOYEN 169-199,,-34.658702,-58.372971,,,,,America/Argentina/Buenos_Aires,
635105120,,AVENIDA PRESIDENTE BERNARDINO RIVADAVIA 699,,-34.668895,-58.388821,,,,,America/Argentina/Buenos_Aires,
635105121,,AVENIDA PRESIDENTE BERNARDINO RIVADAVIA 699,,-34.668891,-58.388818,,,,,America/Argentina/Buenos_Aires,
635105122,,AVENIDA PRESIDENTE BERNARDINO RIVADAVIA 302-314,,-34.667074,-58.383747,,,,,America/Argentina/Buenos_Aires,
635105123,,PUNTO 48 RIVADAVIA ESQ SAN LUIS,,-34.667091,-58.383736,,,,,America/Argentina/Buenos_Aires,
635105124,,AVENIDA HIPÓLITO YRIGOYEN 392,,-34.661914,-58.375546,,,,,America/Argentina/Buenos_Aires,
635105125,,AVENIDA HIPÓLITO YRIGOYEN 392,,-34.661887,-58.37557,,,,,America/Argentina/Buenos_Aires,
635105131,,AVENIDA PRESIDENTE BERNARDINO RIVADAVIA 499,,-34.667404,-58.385944,,,,,America/Argentina/Buenos_Aires,
635105132,,PUNTO 49 RIVADAVIA Y TIERRA DEL FUEGO,,-34.667392,-58.385933,,,,,America/Argentina/Buenos_Aires,
635105133,,AVENIDA CORONEL DÍAZ,,-34.672338,-58.394717,,,,,America/Argentina/Buenos_Aires,
635105134,,AVENIDA PRESIDENTE BERNARDINO RIVADAVIA 1223,,-34.672375,-58.394764,,,,,America/Argentina/Buenos_Aires,
635105135,,AVENIDA HIPÓLITO YRIGOYEN 973,,-34.668698,-58.380493,,,,,America/Argentina/Buenos_Aires,
635105443,,CORONEL LACARRA 1602-1664,,-34.684638,-58.373646,,,,,America/Argentina/Buenos_Aires,
635105447,,CORONEL LACARRA 1502-1534,,-34.683624,-58.37241,,,,,America/Argentina/Buenos_Aires,
635105450,,CORONEL LACARRA 1810,,-34.686252,-58.375684,,,,,America/Argentina/Buenos_Aires,
635105454,,CORONEL LACARRA 1005,,-34.679338,-58.367421,,,,,America/Argentina/Buenos_Aires,
635105455,,CORONEL LACARRA 1005,,-34.679329,-58.367413,,,,,America/Argentina/Buenos_Aires,
635105456,,CORONEL LACARRA 1005,,-34.679295,-58.36739,,,,,America/Argentina/Buenos_Aires,
635105458,,AVENIDA BARTOLOMÉ MITRE 305-351,,-34.659153,-58.369298,,,,,America/Argentina/Buenos_Aires,
635105462,,AVENIDA BARTOLOMÉ MITRE 933,,-34.663575,-58.362822,,,,,America/Argentina/Buenos_Aires,
635105463,,AVENIDA BARTOLOMÉ MITRE 933,,-34.663578,-58.362823,,,,,America/Argentina/Buenos_Aires,
635105466,,PITAGORAS,,-34.673605,-58.362355,,,,,America/Argentina/Buenos_Aires,
635105467,,PITAGORAS,,-34.673591,-58.362366,,,,,America/Argentina/Buenos_Aires,
635105470,,GENERAL ARENALES 101-199,,-34.666887,-58.361819,,,,,America/Argentina/Buenos_Aires,
635105471,,GENERAL ARENALES 101-199,,-34.666882,-58.361824,,,,,America/Argentina/Buenos_Aires,
635105472,,CORONEL LACARRA 1922,,-34.687128,-58.376753,,,,,America/Argentina/Buenos_Aires,
635105475,,CORONEL LACARRA 1126,,-34.680304,-58.368482,,,,,America/Argentina/Buenos_Aires,
635105476,,SARMIENTO 20,,-34.662795,-58.364373,,,,,America/Argentina/Buenos_Aires,
635105477,,AVENIDA ADOLFO ALSINA 1-99,,-34.662819,-58.364468,,,,,America/Argentina/Buenos_Aires,
635105478,,SARMIENTO 20,,-34.662799,-58.364349,,,,,America/Argentina/Buenos_Aires,
635105481,,AVENIDA MANUEL BELGRANO 1232-1300,,-34.668605,-58.363646,,,,,America/Argentina/Buenos_Aires,
635105482,,AVENIDA MANUEL BELGRANO 1232-1300,,-34.668598,-58.363639,,,,,America/Argentina/Buenos_Aires,
635105483,,AVENIDA MANUEL BELGRANO 1415-1499,,-34.671986,-58.361378,,,,,America/Argentina/Buenos_Aires,
635105484,,AVENIDA MANUEL BELGRANO 1415-1499,,-34.672002,-58.361367,,,,,America/Argentina/Buenos_Aires,
635105486,,AVENIDA BARTOLOMÉ MITRE 459,,-34.660003,-58.368053,,,,,America/Argentina/Buenos_Aires,
635105487,,AVENIDA BARTOLOMÉ MITRE 459,,-34.660003,-58.368053,,,,,America/Argentina/Buenos_Aires,
635105488,,GENERAL ARENALES 1-21,,-34.665454,-58.359673,,,,,America/Argentina/Buenos_Aires,
635105489,,GENERAL ARENALES 1-21,,-34.665436,-58.359684,,,,,America/Argentina/Buenos_Aires,
635105490,,CORONEL LACARRA 1308,,-34.682074,-58.370508,,,,,America/Argentina/Buenos_Aires,
635105492,,AVENIDA MANUEL BELGRANO 1415-1499,,-34.670388,-58.362451,,,,,America/Argentina/Buenos_Aires,
635105493,,AVENIDA MANUEL BELGRANO 1415-1499,,-34.670383,-58.362445,,,,,America/Argentina/Buenos_Aires,
635105870,,AVENIDA HIPÓLITO YRIGOYEN 313-399,,-34.661133,-58.37505,,,,,America/Argentina/Buenos_Aires,
635105871,,AVENIDA HIPÓLITO YRIGOYEN 313-399,,-34.661167,-58.375,,,,,America/Argentina/Buenos_Aires,
635105895,,AVENIDA HIPÓLITO YRIGOYEN 2002-2100,,-34.680858,-58.384744,,,,,America/Argentina/Buenos_Aires,
635105896,,AVENIDA HIPÓLITO YRIGOYEN 2002-2100,,-34.680847,-58.384821,,,,,America/Argentina/Buenos_Aires,
635105902,,RICARDO ENRIQUE BOCHINI 12,,-34.665684,-58.378128,,,,,America/Argentina/Buenos_Aires,
635105903,,RICARDO ENRIQUE BOCHINI 12,,-34.665623,-58.37817,,,,,America/Argentina/Buenos_Aires,
6371118127,,SAN LORENZO 3002-3100,,-34.569291,-58.548478,,,,,America/Argentina/Buenos_Aires,
6371118129,,GENERAL LAVALLE 7777,,-34.555535,-58.60756,,,,,America/Argentina/Buenos_Aires,
6408116932,,CORACEROS 3099-3199,,-34.605317,-58.647239,,,,,America/Argentina/Buenos_Aires,
6408116933,,JUAN DE GARAY 3200-3298,,-34.575739,-58.655444,,,,,America/Argentina/Buenos_Aires,
6408116934,,ISABEL SAN DE MAESTRO 1178,,-34.579976,-58.643367,,,,,America/Argentina/Buenos_Aires,
6408116935,,MASCAGNI 2263,,-34.596434,-58.642237,,,,,America/Argentina/Buenos_Aires,
6408116938,,MASCAGNI 2799,,-34.600186,-58.646576,,,,,America/Argentina/Buenos_Aires,
6410121046,,ZORRILLA DE SAN MARTÍN 4599-4799,,-34.609073,-58.70681,,,,,America/Argentina/Buenos_Aires,
6410121047,,SANTA CRUZ 1855,,-34.638348,-58.700081,,,,,America/Argentina/Buenos_Aires,
6410121048,,INTENDENTE CARLOS RATTI 1420-1498,,-34.650478,-58.68383,,,,,America/Argentina/Buenos_Aires,
6410121049,,INTENDENTE CARLOS RATTI 1420-1498,,-34.650478,-58.68383,,,,,America/Argentina/Buenos_Aires,
6410121050,,CERRITO 1899-1999,,-34.637864,-58.704452,,,,,America/Argentina/Buenos_Aires,
6410121051,,GENERAL JOSÉ MARÍA PAZ 2893,,-34.631271,-58.687183,,,,,America/Argentina/Buenos_Aires,
6410121052,,INTENDENTE CARLOS RATTI 3744,,-34.63458,-58.704564,,,,,America/Argentina/Buenos_Aires,
6410121378,,CAMINO DEL BUEN AYRE Y MARTÍN FIERRO,,-34.609852,-58.715057,,,,,America/Argentina/Buenos_Aires,
6410121540,,COLECTORA SUR ACCESO OESTE 9500-9554,,-34.628644,-58.70647,,,,,America/Argentina/Buenos_Aires,
6410121544,,COLECTORA SUR ACCESO OESTE 9624-9650,,-34.628698,-58.708817,,,,,America/Argentina/Buenos_Aires,
6410121580,,EL RANCHO 3335,,-34.604583,-58.683929,,,,,America/Argentina/Buenos_Aires,
6410121581,,EL RANCHO 3335,,-34.604583,-58.683929,,,,,America/Argentina/Buenos_Aires,
6410121584,,JULIÁN BALBÍN 4499-4549,,-34.603511,-58.694782,,,,,America/Argentina/Buenos_Aires,
6410121587,,TABARE 99-199,,-34.600297,-58.692275,,,,,America/Argentina/Buenos_Aires,
6410121590,,JULIÁN BALBÍN 4300-4348,,-34.604972,-58.692989,,,,,America/Argentina/Buenos_Aires,
6410121591,,JULIÁN BALBÍN 4300-4348,,-34.604984,-58.692974,,,,,America/Argentina/Buenos_Aires,
