id_int,0
1,902.9278992652901
2,177.95910139083867
3,173.15166699091583
4,162.82086515426664
5,115.37993453343718
6,134.70419940948472
7,60.20260063807173
8,38.50406735738119
9,451.8706964651735
10,393.62286721865377
11,276.96483125686615
12,331.0231314341232
13,342.84043496449755
14,348.00859794616656
15,368.53599971135424
16,171.54883422851546
17,153.60873263676953
18,854.1011305570598
19,910.9223021984102
20,799.9405001163491
21,10.714167467753086
22,14.53803215026856
23,22.86676686604817
24,1.331166712443034
25,2.822733497619629
26,0.6315665562947589
27,0.6924998601277671
28,1.9641001383463548
29,0.09026667277018241
30,1.0547001520792643
31,2.2526666641235353
32,4.472566795349124
33,3.539899889628092
34,243.74496616522475
35,0.7923666795094808
36,963.799166361491
37,113.63900022506714
38,240.83849987586336
39,332.73166742324844
40,282.3608645558358
41,292.9032986044885
42,1172.7924000600963
43,223.61459820270534
44,246.69043471018458
45,543.3798002119535
46,292.19843506813106
47,194.82783334652578
48,333.7539663632713
49,350.6673666795095
50,389.40156723459563
51,389.9151008288066
52,391.3811976909638
53,387.6864648898441
54,266.8547336737316
55,267.64086686770133
56,292.2728997151062
57,314.081000339985
58,265.9800333658856
59,378.8119986295702
60,252.05186635653178
61,259.006867424647
62,204.9688014030455
63,495.954867148399
64,202.50073372523002
65,449.2619671980541
66,212.16250005563086
67,214.21843413909252
68,489.307233134905
69,564.7491345246632
70,526.9901299635575
71,527.3262985467916
72,458.07293417453803
73,419.005296929677
74,442.38803076744057
75,1071.8987328211458
76,924.0108328819279
77,1166.5020330687344
78,1082.330130350588
79,1082.330130350588
80,841.3547317981712
81,1091.318567987281
82,1103.036703507107
83,1033.3158340295154
84,735.8319325129191
85,1032.3626013596843
86,1032.3626013596843
87,1103.0040984312682
88,954.5870335429904
89,973.9513379176464
90,691.1945660909017
91,708.0369337956107
92,710.0276669899622
93,693.3401664098113
94,612.9653339147561
95,573.4301329687238
96,561.5483002463978
97,1036.6873353878646
98,636.9829965114606
99,620.1069011608755
100,725.7797671476994
101,557.1890329043076
102,710.9266334056865
103,662.1910320401192
104,707.7663329203914
105,713.9370675643277
106,765.7267006913834
107,765.7267006913834
108,795.6349342703817
109,762.1112344702084
110,669.1116674741102
111,856.7833003044125
112,856.7833003044125
113,675.7447980960221
114,485.0581670840583
115,735.6895992596943
116,461.37020024557904
117,663.553801997503
118,657.4540018081666
119,659.1253343105321
120,645.2922985553744
121,532.2816012422238
122,474.20906678040836
123,627.9451008121172
124,618.3012353817621
125,653.2392654418945
126,667.3480994224557
127,940.8594010074936
128,933.9029668092736
129,921.0866986473399
130,940.2804653525362
131,580.720731862386
132,613.933901977541
133,866.0796675920483
134,831.6370311021801
135,630.0588324785243
136,693.569433188437
137,520.1137673616408
138,822.8449690143266
139,699.5609297593444
140,776.9828004439672
141,779.5497998555489
142,788.8607331196458
143,855.3149990479147
144,837.442934290568
145,507.11663258075816
146,869.0773995637896
147,887.9209350983305
148,918.310733838876
149,561.755232152474
150,835.7255995313327
151,611.7855003197976
152,617.7800990581503
153,548.4851682424544
154,554.1300012032185
155,724.4792032639192
156,738.6142314155896
157,480.9376996914548
158,879.4538325230275
159,613.9769672314319
160,930.7952997525526
161,683.2619655529668
162,749.153566658498
163,817.1406666775547
164,1155.886033340297
165,1231.2535987042875
166,859.7683647632597
167,1203.268966248631
168,760.1447643756873
169,656.064267786344
170,715.3076338370637
171,766.8975971062976
172,882.8341672023139
173,882.8341672023139
174,936.9145648161572
175,857.1237648169214
176,781.7436303853982
177,1025.4551323652267
178,1034.8137987176574
179,919.2431996464733
180,902.9099645137785
181,699.490932464599
182,1090.0453677654257
183,567.979734305541
184,810.953870240848
185,740.7530684312173
186,922.9725973447171
187,576.5770997365302
188,733.656833283105
189,878.1550005276981
190,885.6352683226272
191,844.5560665448497
192,789.7869339942937
193,763.38866704305
194,941.0255000789963
195,13.980767059326178
196,2.331500498453776
197,2.18373311360677
198,8.81279958089193
199,2.283833058675131
200,4.372466341654459
201,6.845200475056967
202,693.5016684373213
203,905.3993320782955
204,987.3297659873954
205,278.60730116367387
206,369.6556667725246
207,846.4274669965109
208,899.4255664904921
209,171.07399899164824
210,198.2138661543529
211,335.81999858220405
212,168.37669944763186
213,170.30513257980343
214,187.4612667342027
215,233.0314659992854
216,389.49070008595766
217,341.9127328634257
218,461.90836718082477
219,503.44956742922386
220,370.17319838205947
221,418.2308020591734
222,463.6805009365081
223,412.96133376757246
224,227.39833294550584
225,227.32576646804816
226,227.32576646804816
227,1046.399332284928
228,225.01566761334755
229,844.3494977712627
230,1113.193501377105
231,1040.45076576074
232,945.1568680604308
233,281.53660056591013
234,245.81729982694
235,681.8367653528849
236,1064.019365906716
237,1084.6822342395803
238,1103.2245656331386
239,1103.2245656331386
240,1147.9969005068117
241,268.33376696904475
242,890.4825317382816
243,996.0997317433363
244,967.7850983778635
245,1069.7519660552352
246,269.5900340557097
247,1067.6270652174937
248,1027.9286011576662
249,682.0177326838178
250,1087.2628675103188
251,1087.239467505614
252,1108.96506862243
253,1147.5532313227664
254,741.9609689871486
255,747.3283010721229
256,1081.355832323433
